campaign,phase,job_id,pvt,mismatch_seed,noise_seed,frame_index,expected_commanded_vid_v,actual_commanded_vid_v,commanded_input_match,expected_code,actual_code,code_match,expected_valid,actual_valid,valid_match,returncode,simulation_aborted,row_pass,early_stop,deck,log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,SS_3P0_125C,21,100021,1,1.4848275417689853,1.4848275417689853,True,240,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,SS_3P0_125C,21,100021,2,1.013001880066247,1.013001880066247,True,204,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,SS_3P0_125C,21,100021,3,0.08091220667881394,0.08091220667881394,True,134,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,SS_3P0_125C,21,100021,4,-0.8876339442082487,-0.8876339442082487,True,61,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4,SS_3P0_125C,26,100026,0,1.2827271217901852,1.2827271217901852,True,225,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4,SS_3P0_125C,26,100026,1,1.484702486798072,1.484702486798072,True,241,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4,SS_3P0_125C,26,100026,2,1.0128494153430663,1.0128494153430663,True,205,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4,SS_3P0_125C,26,100026,3,0.08095314264305001,0.08095314264305001,True,135,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4,SS_3P0_125C,26,100026,4,-0.8876032435722097,-0.8876032435722097,True,62,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S026_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4,SS_3P0_125C,36,100036,0,1.2828671656699377,1.2828671656699377,True,223,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4,SS_3P0_125C,36,100036,1,1.4849795827408698,1.4849795827408698,True,238,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4,SS_3P0_125C,36,100036,2,1.012832508212646,1.012832508212646,True,203,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4,SS_3P0_125C,36,100036,3,0.08093028045358405,0.08093028045358405,True,133,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4,SS_3P0_125C,36,100036,4,-0.8875047861415097,-0.8875047861415097,True,60,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S036_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,SS_3P0_125C,44,100044,0,1.2827451974391542,1.2827451974391542,True,226,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,SS_3P0_125C,44,100044,1,1.4847337406193426,1.4847337406193426,True,241,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,SS_3P0_125C,44,100044,2,1.0128812425827818,1.0128812425827818,True,205,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,SS_3P0_125C,44,100044,3,0.08094906972828762,0.08094906972828762,True,135,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4,SS_3P0_125C,44,100044,4,-0.8877395319939007,-0.8877395319939007,True,62,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S044_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,SS_3P0_125C,65,100065,0,1.282813254612393,1.282813254612393,True,226,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,SS_3P0_125C,65,100065,1,1.4848093783010534,1.4848093783010534,True,242,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,SS_3P0_125C,65,100065,2,1.012728455977636,1.012728455977636,True,206,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,SS_3P0_125C,65,100065,3,0.08086887267324878,0.08086887267324878,True,136,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P5_PVT_SS_MC20_LOW,PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4,SS_3P0_125C,65,100065,4,-0.8876832633429825,-0.8876832633429825,True,62,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P5_PVT_SS_MC20_LOW/PVT3_SS_3P0_125C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S065_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P4_PVT_TT_MC20_LOW,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,TT_3P3_27C,21,100021,0,1.282830868497935,1.282830868497935,True,224,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P4_PVT_TT_MC20_LOW/PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P4_PVT_TT_MC20_LOW/PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/logs/prefix5.log
02_PVT3_MC20_LOW_W4,P4_PVT_TT_MC20_LOW,PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4,TT_3P3_27C,21,100021,1,1.4848275417689853,1.4848275417689853,True,240,0,False,True,False,False,1,False,False,PREFIX_LIMITED_AFTER_5_FRAMES,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P4_PVT_TT_MC20_LOW/PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/jobs/prefix5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T180926Z/dynamic_pvt3_mc20/P4_PVT_TT_MC20_LOW/PVT3_TT_3P3_27C_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S021_LOW_W4/logs/prefix5.log
